# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb 20 13:06:31 2020
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_wise1,st_wise2,st_wise3,st_wise4,st_bmvj,st_jmh2,st_hmk2,st_jmk2
281,EPIC 201677835,2MASS J11442963+0316205,EPIC 201677835.01,K2-48 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h44m29.65s,176.123550,+03d16m20.7s,3.272425,20.50769300,2456817.482000,0.124000,0.1487500,0.7000,,,0.03444,2.780,0.248,,,,,4728.00,,,,0.72,,14.019,15.288,14.277,,14.788,13.902,13.689,,12.430,11.903,11.838,11.742,11.815,11.148,8.318,1.011,0.527,0.065,0.592
282,EPIC 201683540,2MASS J11165158+0321497,EPIC 201683540.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h16m51.59s,169.214966,+03d21m49.9s,3.363874,1.96114690,2456812.176000,0.727000,0.0554167,0.7800,,,0.08768,5.930,0.529,,,,,4166.00,,,,0.64,,14.956,16.808,15.534,,16.073,15.036,14.477,,13.069,12.507,12.347,12.224,12.258,11.918,8.354,1.274,0.562,0.160,0.722
283,EPIC 201690311,2MASS J11491686+0328318,EPIC 201690311.01,K2-49 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,2.77052200,2456812.793800,0.209000,0.0978000,,,8.530000,0.04200,3.190,,,,,,,,,,0.70,,15.288,17.143,15.668,,16.402,15.185,14.810,,13.463,12.873,12.729,12.704,12.765,11.843,8.895,1.475,0.590,0.144,0.734
284,EPIC 201690311,2MASS J11491686+0328318,EPIC 201690311.01,K2-49 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,2.77062970,2456812.793000,0.213000,0.0995833,0.6200,,,0.04378,3.360,0.300,,,,,4329.00,,,,0.67,,15.288,17.143,15.668,,16.402,15.185,14.810,,13.463,12.873,12.729,12.704,12.765,11.843,8.895,1.475,0.590,0.144,0.734
285,EPIC 201690311,2MASS J11491686+0328318,EPIC 201690311.01,K2-49 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,2.77065000,2456810.020300,,0.0961300,,,,0.03830,1.930,0.172,,2.400000e-04,,,4175.00,4.81,,,0.45,,15.288,17.143,15.668,,16.402,15.185,14.810,,13.463,12.873,12.729,12.704,12.765,11.843,8.895,1.475,0.590,0.144,0.734
286,EPIC 201702477,2MASS J11405777+0340535,EPIC 201702477.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,1,1,11h40m57.79s,175.240799,+03d40m53.7s,3.681584,40.73020000,2456811.569100,,0.1104000,,,,0.07190,7.800,0.700,,4.100000e-01,,,5840.00,4.44,,,0.98,,14.430,15.272,14.569,,14.889,14.397,14.234,,13.268,12.881,12.766,12.814,12.840,11.756,8.576,0.703,0.387,0.115,0.502
287,EPIC 201702477,2MASS J11405777+0340535,EPIC 201702477.01,,CANDIDATE,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CANDIDATE,,1,0,11h40m57.79s,175.240799,+03d40m53.7s,3.681584,40.73620000,2456811.545500,,,,,56.980000,,7.280,0.649,529,1.450000e-01,,673.00,5618.00,,-0.260,[Fe/H],0.85,,14.430,15.272,14.569,,14.889,14.397,14.234,,13.268,12.881,12.766,12.814,12.840,11.756,8.576,0.703,0.387,0.115,0.502
288,EPIC 201705526,2MASS J11293259+0343555,EPIC 201705526.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,11h29m32.59s,172.385803,+03d43m55.6s,3.732106,18.10220826,2456831.496598,0.780000,0.1883750,,,,,,,,,,,,,,,,,9.938,10.453,9.900,,10.160,9.864,9.579,,8.842,8.546,8.491,8.435,8.459,8.418,8.063,0.553,0.296,0.055,0.351
289,EPIC 201713348,2MASS J11174778+0351590,EPIC 201713348.01,K2-36 c,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,5.34107237,2456818.146345,0.163000,-0.0028333,,,,,,,,,,,,,,,,,11.531,12.569,11.726,,12.354,11.458,11.179,,10.034,9.549,9.454,9.402,9.450,9.351,8.840,0.843,0.485,0.095,0.580
290,EPIC 201713348,2MASS J11174778+0351590,EPIC 201713348.01,K2-36 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,5.34072000,2456812.841560,,0.0480400,,,,0.03230,2.650,0.236,,0.000000e+00,,,4953.00,4.60,,,0.75,,11.531,12.569,11.726,,12.354,11.458,11.179,,10.034,9.549,9.454,9.402,9.450,9.351,8.840,0.843,0.485,0.095,0.580
291,EPIC 201713348,2MASS J11174778+0351590,EPIC 201713348.01,K2-36 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,1.42260200,2456810.892450,0.034500,0.0468000,,,9.050000,0.01770,1.407,,,,,,,,,,0.73,,11.531,12.569,11.726,,12.354,11.458,11.179,,10.034,9.549,9.454,9.402,9.450,9.351,8.840,0.843,0.485,0.095,0.580
292,EPIC 201713348,2MASS J11174778+0351590,EPIC 201713348.01,K2-36 c,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,5.34089340,2456812.840000,0.121000,0.0495833,0.7200,,,0.03457,2.820,0.252,,,,,4886.00,,,,0.74,,11.531,12.569,11.726,,12.354,11.458,11.179,,10.034,9.549,9.454,9.402,9.450,9.351,8.840,0.843,0.485,0.095,0.580
293,EPIC 201713348,2MASS J11174778+0351590,EPIC 201713348.02,K2-36 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,1.42261080,2456810.892000,0.036500,0.0500000,0.5200,,,0.01782,1.550,0.138,,,,,4886.00,,,,0.74,,11.531,12.569,11.726,,12.354,11.458,11.179,,10.034,9.549,9.454,9.402,9.450,9.351,8.840,0.843,0.485,0.095,0.580
294,EPIC 201713348,2MASS J11174778+0351590,EPIC 201713348.02,K2-36 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,1.42264700,2456827.962300,,0.0436200,,,,0.01760,1.450,0.129,,0.000000e+00,,,4953.00,4.60,,,0.75,,11.531,12.569,11.726,,12.354,11.458,11.179,,10.034,9.549,9.454,9.402,9.450,9.351,8.840,0.843,0.485,0.095,0.580
295,EPIC 201713348,2MASS J11174778+0351590,EPIC 201713348.01,K2-36 c,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,5.34088300,2456812.840150,,,,85.490,12.096355,0.04400,3.580,0.320,,7.000000e-03,,,4944.00,4.70,-0.030,[Fe/H],0.75,,11.531,12.569,11.726,,12.354,11.458,11.179,,10.034,9.549,9.454,9.402,9.450,9.351,8.840,0.843,0.485,0.095,0.580
296,EPIC 201713348,2MASS J11174778+0351590,EPIC 201713348.02,K2-36 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,1,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,1.42261900,2456810.891420,,,,86.309,7.956283,0.01803,1.467,0.130,,1.000000e-04,,,4944.00,4.70,-0.030,[Fe/H],0.75,,11.531,12.569,11.726,,12.354,11.458,11.179,,10.034,9.549,9.454,9.402,9.450,9.351,8.840,0.843,0.485,0.095,0.580
297,EPIC 201717159,2MASS J11534476+0355559,EPIC 201717159.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h53m44.75s,178.436478,+03d55m55.9s,3.932202,0.60408352,2456810.836000,0.096300,0.0404167,0.3800,,,0.02829,2.260,0.202,,,,,4331.00,,,,0.67,,15.982,,,,,,,,13.803,13.107,12.967,12.886,12.884,12.563,9.065,,0.696,0.140,0.836
298,EPIC 201717274,2MASS J11351872+0356028,EPIC 201717274.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,11h35m18.67s,173.827774,+03d56m03.0s,3.934155,3.52690240,2456813.441000,0.167000,0.0654167,0.7100,,,0.04037,2.980,0.266,,,,,4332.00,,,,0.67,,14.828,,,,,,,,12.911,12.367,12.153,,,,,,0.544,0.214,0.758
299,EPIC 201717274,2MASS J11351872+0356028,EPIC 201717274.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv170307416D/abstract target=ref>Dressing et al. 2017</a>,CANDIDATE,,1,0,11h35m18.67s,173.827774,+03d56m03.0s,3.934155,3.52674000,2456809.915000,,,,88.320,15.580000,0.03800,1.320,0.118,,1.100000e-01,,,,,,,,,14.828,,,,,,,,12.911,12.367,12.153,,,,,,0.544,0.214,0.758
300,EPIC 201717274,2MASS J11351872+0356028,EPIC 201717274.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h35m18.67s,173.827774,+03d56m03.0s,3.934155,3.52725000,2456813.440500,0.199000,0.0700000,,,14.200000,0.04300,1.210,,,,,,,,,,0.26,,14.828,,,,,,,,12.911,12.367,12.153,,,,,,0.544,0.214,0.758
301,EPIC 201717274,2MASS J11351872+0356028,EPIC 201717274.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,1,0,11h35m18.67s,173.827774,+03d56m03.0s,3.934155,3.52743000,2456809.908600,,0.0554000,,,,0.03890,1.110,0.099,,1.300000e-02,,,3624.00,5.01,,,0.26,,14.828,,,,,,,,12.911,12.367,12.153,,,,,,0.544,0.214,0.758
302,EPIC 201720401,2MASS J11563995+0359111,EPIC 201720401.01,,CANDIDATE,<a refstr=OSBORN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.2273O/abstract target=ref>Osborn et al. 2016</a>,CANDIDATE,,1,1,11h56m39.96s,179.166489,+03d59m11.2s,3.986442,6340.00000000,2456816.314000,,,0.1500,,,0.13300,12.800,1.140,,1.000087e+00,,,4800.00,,,,0.88,,14.740,15.783,14.891,,15.319,14.670,14.492,,13.285,12.768,12.755,12.676,12.724,12.412,8.838,0.892,0.517,0.013,0.530
303,EPIC 201732557,2MASS J11153884+0411356,EPIC 201732557.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h15m38.84s,168.911819,+04d11m35.8s,4.193272,6.66200000,2456814.081900,0.094600,0.1280000,,,13.800000,0.03020,1.590,,,,,,,,,,0.48,,14.906,,,,,,,,12.910,12.266,12.128,11.855,11.764,11.771,8.230,,0.644,0.138,0.782
304,EPIC 201736247,2MASS J11522658+0415171,EPIC 201736247.01,K2-15 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,11h52m26.59s,178.110794,+04d15m17.1s,4.254747,11.81004000,2456811.851300,0.132900,0.1001000,,,35.400000,0.03540,3.080,,,,,,,,,,0.80,,14.403,15.490,14.663,,15.019,14.349,14.139,,13.067,12.555,12.495,12.462,12.499,11.846,8.853,0.827,0.512,0.060,0.572
305,EPIC 201736247,2MASS J11522658+0415171,EPIC 201736247.01,K2-15 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h52m26.59s,178.110794,+04d15m17.1s,4.254747,11.80839800,2456811.857000,0.140000,0.1033333,0.5100,,,0.03465,3.100,0.277,,,,,4992.00,,,,0.76,,14.403,15.490,14.663,,15.019,14.349,14.139,,13.067,12.555,12.495,12.462,12.499,11.846,8.853,0.827,0.512,0.060,0.572
306,EPIC 201736247,2MASS J11522658+0415171,EPIC 201736247.01,K2-15 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h52m26.59s,178.110794,+04d15m17.1s,4.254747,11.80970000,2456811.850900,,0.1050000,,,,0.03300,2.840,0.253,,7.300000e-03,,,5314.00,4.57,,,0.78,,14.403,15.490,14.663,,15.019,14.349,14.139,,13.067,12.555,12.495,12.462,12.499,11.846,8.853,0.827,0.512,0.060,0.572
307,EPIC 201736247,2MASS J11522658+0415171,EPIC 201736247.01,K2-15 b,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h52m26.59s,178.110794,+04d15m17.1s,4.254747,11.81040000,2456811.850900,,,,,28.840000,,2.480,0.221,676,6.900000e-04,,437.00,5131.00,,-0.460,[Fe/H],0.68,,14.403,15.490,14.663,,15.019,14.349,14.139,,13.067,12.555,12.495,12.462,12.499,11.846,8.853,0.827,0.512,0.060,0.572
308,EPIC 201754305,2MASS J11402333+0433264,EPIC 201754305.02,K2-16 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,1,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,7.62117000,2456811.677300,0.104100,0.0910000,,,24.100000,0.03140,1.870,,,,,,,,,,0.54,,14.298,15.647,14.648,,15.145,14.284,13.935,,12.764,12.207,12.087,12.061,12.098,12.341,8.995,0.999,0.557,0.120,0.677
309,EPIC 201754305,2MASS J11402333+0433264,EPIC 201754305.01,K2-16 c,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,19.07454000,2456828.562000,0.111000,0.1450000,0.7100,,,0.03269,2.580,0.230,,,,,4620.00,,,,0.71,,14.298,15.647,14.648,,15.145,14.284,13.935,,12.764,12.207,12.087,12.061,12.098,12.341,8.995,0.999,0.557,0.120,0.677
310,EPIC 201754305,2MASS J11402333+0433264,EPIC 201754305.02,K2-16 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,7.61965740,2456811.684000,0.095300,0.0912500,0.4200,,,0.02796,2.390,0.213,,,,,4620.00,,,,0.71,,14.298,15.647,14.648,,15.145,14.284,13.935,,12.764,12.207,12.087,12.061,12.098,12.341,8.995,0.999,0.557,0.120,0.677
311,EPIC 201754305,2MASS J11402333+0433264,EPIC 201754305.02,K2-16 b,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,7.62067000,2456811.680200,,,,,22.470000,,2.130,0.190,710,1.200000e-03,,324.00,4761.00,,-0.400,[Fe/H],0.64,,14.298,15.647,14.648,,15.145,14.284,13.935,,12.764,12.207,12.087,12.061,12.098,12.341,8.995,0.999,0.557,0.120,0.677
312,EPIC 201754305,2MASS J11402333+0433264,EPIC 201754305.01,K2-16 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,1,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,19.07020000,2456828.566300,0.106500,0.1400000,,,37.800000,0.03100,1.840,,,,,,,,,,0.54,,14.298,15.647,14.648,,15.145,14.284,13.935,,12.764,12.207,12.087,12.061,12.098,12.341,8.995,0.999,0.557,0.120,0.677
313,EPIC 201754305,2MASS J11402333+0433264,EPIC 201754305.02,K2-16 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,7.61856000,2456811.687600,,0.0933000,,,,0.02680,1.960,0.175,,1.300000e-05,,,4800.00,4.63,,,0.67,,14.298,15.647,14.648,,15.145,14.284,13.935,,12.764,12.207,12.087,12.061,12.098,12.341,8.995,0.999,0.557,0.120,0.677
314,EPIC 201754305,2MASS J11402333+0433264,EPIC 201754305.01,K2-16 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,19.07700000,2456809.483500,,0.1254000,,,,0.02990,2.190,0.195,,1.600000e-03,,,4800.00,4.63,,,0.67,,14.298,15.647,14.648,,15.145,14.284,13.935,,12.764,12.207,12.087,12.061,12.098,12.341,8.995,0.999,0.557,0.120,0.677
315,EPIC 201754305,2MASS J11402333+0433264,EPIC 201754305.01,K2-16 c,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,19.07536000,2456809.485400,,,,,41.430000,,2.140,0.191,523,1.500000e-03,,324.00,4761.00,,-0.400,[Fe/H],0.64,,14.298,15.647,14.648,,15.145,14.284,13.935,,12.764,12.207,12.087,12.061,12.098,12.341,8.995,0.999,0.557,0.120,0.677
316,EPIC 201775904,2MASS J11120194+0455551,EPIC 201775904.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h12m01.94s,168.008102,+04d55m55.2s,4.931989,,2456835.542050,1.397200,0.2003000,,,,0.25300,35.000,,,,,,,,,,1.27,,11.579,12.175,11.850,,11.970,11.521,11.412,,10.486,10.242,10.120,10.084,10.124,10.084,8.788,0.325,0.244,0.122,0.366
317,EPIC 201779067,2MASS J11141025+0459173,EPIC 201779067.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h14m10.25s,168.542694,+04d59m17.3s,4.988131,27.24280800,2456820.259980,3.713700,0.2736000,,,26.770000,0.33600,93.000,,,,,,,,,,2.54,,11.119,11.651,11.505,,11.521,11.118,10.947,,10.129,9.869,9.802,9.740,9.769,9.739,8.807,0.146,0.260,0.067,0.327
318,EPIC 201779067,2MASS J11141025+0459173,EPIC 201779067.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,0,11h14m10.25s,168.542694,+04d59m17.3s,4.988131,27.27048734,2456820.230977,3.413000,0.2811667,,,,,,,,,,,,,,,,,11.119,11.651,11.505,,11.521,11.118,10.947,,10.129,9.869,9.802,9.740,9.769,9.739,8.807,0.146,0.260,0.067,0.327
319,EPIC 201779067,2MASS J11141025+0459173,EPIC 201779067.01,,FALSE POSITIVE,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,FALSE POSITIVE,,1,0,11h14m10.25s,168.542694,+04d59m17.3s,4.988131,27.24273000,2456820.260100,,,,,38.250000,,31.730,2.831,707,9.760000e-01,,188.00,6166.00,,-0.540,[Fe/H],0.92,,11.119,11.651,11.505,,11.521,11.118,10.947,,10.129,9.869,9.802,9.740,9.769,9.739,8.807,0.146,0.260,0.067,0.327
320,EPIC 201779067,2MASS J11141025+0459173,EPIC 201779067.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,11h14m10.25s,168.542694,+04d59m17.3s,4.988131,27.24291200,2456820.260000,3.700000,0.2733333,0.8900,,,0.23670,18.800,1.677,,,,,5547.00,,,,0.90,,11.119,11.651,11.505,,11.521,11.118,10.947,,10.129,9.869,9.802,9.740,9.769,9.739,8.807,0.146,0.260,0.067,0.327
321,EPIC 201785059,2MASS J11224742+0505433,EPIC 201785059.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h22m47.44s,170.697662,+05d05m43.3s,5.095361,1.39533600,2456811.594700,0.066500,0.0513000,,,7.800000,0.02480,0.760,,,,,,,,,,0.28,,14.595,17.147,15.550,,16.293,14.961,13.867,,11.704,11.107,10.854,,,,,1.597,0.597,0.253,0.850
